Year	Month	Day	Hour	Minute	operation
2021	2	2	17	40	stopped
2021	2	2	17	45	operating
2021	2	2	17	45	operating
2021	2	2	17	45	error
2021	2	2	17	50	stopped
2021	2	2	17	50	operating
2021	2	2	17	50	operating
2021	2	2	17	55	stopped
2021	2	2	17	55	stopped
2021	2	2	17	55	stopped
2021	2	2	18	0	stopped
2021	2	2	18	0	stopped
2021	2	2	18	0	error
2021	2	2	18	5	stopped
2021	2	2	18	5	error
2021	2	2	18	10	error
2021	2	2	18	10	stopped
2021	2	2	18	10	stopped
2021	2	2	18	15	operating
2021	2	2	18	15	stopped
2021	2	2	18	20	operating
2021	2	2	18	20	stopped
2021	2	2	18	20	operating
2021	2	2	18	25	operating
2021	2	2	18	30	operating
2021	2	2	18	30	error
2021	2	2	18	30	error
2021	2	2	18	35	stopped
2021	2	2	18	35	operating
2021	2	2	18	35	operating
2021	2	2	18	40	error
2021	2	2	18	40	error
2021	2	2	18	40	stopped
2021	2	2	18	45	operating
2021	2	2	18	50	stopped
2021	2	2	18	50	operating
2021	2	2	18	55	operating
2021	2	2	18	55	operating
2021	2	2	18	55	stopped
2021	2	2	19	0	error
2021	2	2	19	0	error
2021	2	2	19	0	operating
2021	2	2	19	5	operating
2021	2	2	19	5	operating
2021	2	2	19	5	error
2021	2	2	19	10	stopped
2021	2	2	19	15	stopped
2021	2	2	19	15	operating
2021	2	2	19	20	error
2021	2	2	19	20	operating
2021	2	2	19	25	stopped
2021	2	2	19	30	stopped
2021	2	2	19	35	operating
2021	2	2	19	40	error
2021	2	2	19	40	error
2021	2	2	19	40	stopped
2021	2	2	19	45	error
2021	2	2	19	50	stopped
2021	2	2	19	50	operating
2021	2	2	19	55	stopped
2021	2	2	19	55	error
2021	2	2	20	0	operating
2021	2	2	20	0	error
