Year	Month	Day	Hour	Minute	operation
2021	2	3	13	20	operating
2021	2	3	13	20	error
2021	2	3	13	20	stopped
2021	2	3	13	25	error
2021	2	3	13	25	operating
2021	2	3	13	30	error
2021	2	3	13	35	operating
2021	2	3	13	40	operating
2021	2	3	13	40	error
2021	2	3	13	45	stopped
2021	2	3	13	45	stopped
2021	2	3	13	50	operating
2021	2	3	13	55	stopped
2021	2	3	13	55	error
2021	2	3	14	0	operating
2021	2	3	14	5	stopped
2021	2	3	14	10	error
2021	2	3	14	15	stopped
2021	2	3	14	20	operating
2021	2	3	14	25	stopped
2021	2	3	14	30	operating
2021	2	3	14	30	operating
2021	2	3	14	35	operating
2021	2	3	14	40	stopped
2021	2	3	14	40	stopped
2021	2	3	14	45	stopped
2021	2	3	14	45	operating
2021	2	3	14	45	error
2021	2	3	14	50	operating
2021	2	3	14	50	error
2021	2	3	14	55	error
2021	2	3	14	55	stopped
2021	2	3	14	55	error
2021	2	3	15	0	operating
2021	2	3	15	0	stopped
2021	2	3	15	0	error
2021	2	3	15	5	error
2021	2	3	15	5	stopped
2021	2	3	15	10	error
2021	2	3	15	10	error
2021	2	3	15	10	stopped
2021	2	3	15	15	error
2021	2	3	15	20	operating
2021	2	3	15	20	operating
2021	2	3	15	25	operating
2021	2	3	15	30	stopped
2021	2	3	15	30	operating
2021	2	3	15	35	stopped
2021	2	3	15	40	operating
2021	2	3	15	45	stopped
2021	2	3	15	45	stopped
2021	2	3	15	50	error
2021	2	3	15	55	stopped
2021	2	3	15	55	operating
2021	2	3	16	0	error
2021	2	3	16	0	error
2021	2	3	16	5	stopped
2021	2	3	16	5	operating
2021	2	3	16	5	stopped
2021	2	3	16	10	error
2021	2	3	16	10	operating
2021	2	3	16	10	error
2021	2	3	16	15	operating
2021	2	3	16	15	error
2021	2	3	16	15	stopped
2021	2	3	16	20	operating
2021	2	3	16	25	stopped
2021	2	3	16	30	stopped
2021	2	3	16	35	stopped
2021	2	3	16	40	error
2021	2	3	16	45	error
2021	2	3	16	45	error
2021	2	3	16	45	error
2021	2	3	16	50	error
2021	2	3	16	50	error
2021	2	3	16	55	stopped
2021	2	3	16	55	operating
2021	2	3	17	0	operating
2021	2	3	17	0	stopped
2021	2	3	17	5	operating
2021	2	3	17	5	error
2021	2	3	17	5	stopped
2021	2	3	17	10	operating
2021	2	3	17	10	stopped
2021	2	3	17	10	stopped
2021	2	3	17	15	operating
2021	2	3	17	20	stopped
2021	2	3	17	25	operating
2021	2	3	17	30	operating
2021	2	3	17	35	operating
2021	2	3	17	35	operating
2021	2	3	17	35	error
2021	2	3	17	40	stopped
2021	2	3	17	45	stopped
2021	2	3	17	45	stopped
2021	2	3	17	45	operating
2021	2	3	17	50	stopped
2021	2	3	17	50	error
2021	2	3	17	55	error
2021	2	3	18	0	error
2021	2	3	18	5	error
2021	2	3	18	5	error
2021	2	3	18	5	stopped
2021	2	3	18	10	stopped
2021	2	3	18	10	error
2021	2	3	18	10	stopped
2021	2	3	18	15	error
2021	2	3	18	15	stopped
2021	2	3	18	20	operating
2021	2	3	18	20	error
2021	2	3	18	25	stopped
2021	2	3	18	25	stopped
2021	2	3	18	30	stopped
2021	2	3	18	30	operating
2021	2	3	18	35	operating
2021	2	3	18	40	stopped
2021	2	3	18	40	error
2021	2	3	18	40	stopped
2021	2	3	18	45	operating
2021	2	3	18	45	error
2021	2	3	18	50	stopped
2021	2	3	18	50	operating
2021	2	3	18	50	stopped
2021	2	3	18	55	operating
2021	2	3	19	0	stopped
2021	2	3	19	0	error
2021	2	3	19	5	operating
2021	2	3	19	5	error
2021	2	3	19	10	operating
2021	2	3	19	10	stopped
2021	2	3	19	10	error
2021	2	3	19	15	stopped
2021	2	3	19	20	stopped
2021	2	3	19	25	stopped
2021	2	3	19	25	operating
2021	2	3	19	30	stopped
2021	2	3	19	30	error
2021	2	3	19	35	operating
2021	2	3	19	35	stopped
2021	2	3	19	40	operating
2021	2	3	19	40	operating
2021	2	3	19	40	operating
2021	2	3	19	45	error
2021	2	3	19	50	operating
2021	2	3	19	50	error
2021	2	3	19	55	stopped
2021	2	3	19	55	error
2021	2	3	20	0	error
2021	2	3	20	5	error
2021	2	3	20	5	error
2021	2	3	20	5	stopped
2021	2	3	20	10	error
2021	2	3	20	15	stopped
2021	2	3	20	15	stopped
2021	2	3	20	15	operating
2021	2	3	20	20	error
2021	2	3	20	25	stopped
2021	2	3	20	25	error
2021	2	3	20	30	operating
2021	2	3	20	30	error
2021	2	3	20	35	error
2021	2	3	20	40	stopped
2021	2	3	20	40	operating
2021	2	3	20	45	error
2021	2	3	20	45	stopped
2021	2	3	20	50	stopped
2021	2	3	20	50	stopped
2021	2	3	20	50	operating
2021	2	3	20	55	operating
2021	2	3	20	55	stopped
2021	2	3	21	0	error
2021	2	3	21	5	operating
2021	2	3	21	5	stopped
2021	2	3	21	10	error
2021	2	3	21	15	operating
2021	2	3	21	20	error
2021	2	3	21	20	stopped
2021	2	3	21	25	error
2021	2	3	21	25	error
2021	2	3	21	25	error
2021	2	3	21	30	operating
2021	2	3	21	30	error
2021	2	3	21	30	operating
2021	2	3	21	35	stopped
2021	2	3	21	40	error
2021	2	3	21	40	stopped
2021	2	3	21	45	operating
2021	2	3	21	50	operating
2021	2	3	21	50	error
2021	2	3	21	50	error
2021	2	3	21	55	stopped
2021	2	3	22	0	error
2021	2	3	22	0	error
2021	2	3	22	0	error
